#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
12,CVE-2015-8794,22,None,Dir. Trav.,1/29/16,2/25/16,4,None,Remote,Low,Single system,Partial,None,None,"Absolute path traversal vulnerability in program/steps/addressbook/photo.inc in Roundcube before 1.0.6 and 1.1.x before 1.1.2 allows remote authenticated users to read arbitrary files via a full pathname in the _alt parameter, related to contact photo handling."
13,CVE-2015-8793,79,None,XSS,1/29/16,11/30/17,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in program/include/rcmail.php in Roundcube before 1.0.6 and 1.1.x before 1.1.2 allows remote attackers to inject arbitrary web script or HTML via the _mbox parameter in a mail task to the default URL, a different vulnerability than CVE-2011-2937."
14,CVE-2015-8770,22,None,Exec Code Dir. Trav.,1/29/16,9/9/17,6,None,Remote,Medium,Single system,Partial,Partial,Partial,Directory traversal vulnerability in the set_skin function in program/include/rcmail_output_html.php in Roundcube before 1.0.8 and 1.1.x before 1.1.4 allows remote authenticated users with certain permissions to read arbitrary files or possibly execute arbitrary code via a .. (dot dot) in the _skin parameter to index.php.
15,CVE-2015-8105,79,None,XSS,11/10/15,12/2/16,3.5,None,Remote,Medium,Single system,None,Partial,None,Cross-site scripting (XSS) vulnerability in program/js/app.js in Roundcube webmail before 1.0.7 and 1.1.x before 1.1.3 allows remote authenticated users to inject arbitrary web script or HTML via the file name in a drag-n-drop file upload.
16,CVE-2015-5383,200,None,#NAME?,5/23/17,5/31/17,5,None,Remote,Low,Not required,Partial,None,None,"Roundcube Webmail 1.1.x before 1.1.2 allows remote attackers to obtain sensitive information by reading files in the (1) config, (2) temp, or (3) logs directory."
17,CVE-2015-5382,200,None,#NAME?,5/23/17,5/31/17,4,None,Remote,Low,Single system,Partial,None,None,program/steps/addressbook/photo.inc in Roundcube Webmail before 1.0.6 and 1.1.x before 1.1.2 allows remote authenticated users to read arbitrary files via the _alt parameter when uploading a vCard.
18,CVE-2015-5381,79,None,XSS,5/23/17,5/31/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in program/include/rcmail.php in Roundcube Webmail 1.1.x before 1.1.2 allows remote attackers to inject arbitrary web script or HTML via the _mbox parameter to the default URI.
19,CVE-2015-2181,119,None,Overflow,1/30/17,5/2/18,6.5,None,Remote,Low,Single system,Partial,Partial,Partial,Multiple buffer overflows in the DBMail driver in the Password plugin in Roundcube before 1.1.0 allow remote attackers to have unspecified impact via the (1) password or (2) username.
20,CVE-2015-2180,74,None,Exec Code,1/30/17,3/1/17,9,None,Remote,Low,Single system,Complete,Complete,Complete,The DBMail driver in the Password plugin in Roundcube before 1.1.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the password.
21,CVE-2015-1433,79,None,XSS,2/3/15,11/19/15,4.3,None,Remote,Medium,Not required,None,Partial,None,"program/lib/Roundcube/rcube_washtml.php in Roundcube before 1.0.5 does not properly quote strings, which allows remote attackers to conduct cross-site scripting (XSS) attacks via the style attribute in an email."
22,CVE-2014-9587,352,None,CSRF,1/15/15,1/16/15,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Multiple cross-site request forgery (CSRF) vulnerabilities in Roundcube Webmail before 1.0.4 allow remote attackers to hijack the authentication of unspecified victims via unknown vectors, related to (1) address book operations or the (2) ACL or (3) Managesieve plugins."
