#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
22,CVE-2017-14718,79,None,XSS,9/23/17,11/9/17,4.3,None,Remote,Medium,Not required,None,Partial,None,"Before version 4.8.2, WordPress was susceptible to a Cross-Site Scripting attack in the link modal via a javascript: or data: URL."
23,CVE-2017-9066,918,None,None,5/18/17,1/18/18,5,None,Remote,Low,Not required,None,Partial,None,"In WordPress before 4.7.5, there is insufficient redirect validation in the HTTP class, leading to SSRF."
24,CVE-2017-9065,20,None,None,5/18/17,11/3/17,5,None,Remote,Low,Not required,None,Partial,None,"In WordPress before 4.7.5, there is a lack of capability checks for post meta data in the XML-RPC API."
25,CVE-2017-9064,352,None,CSRF,5/18/17,11/3/17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In WordPress before 4.7.5, a Cross Site Request Forgery (CSRF) vulnerability exists in the filesystem credentials dialog because a nonce is not required for updating credentials."
26,CVE-2017-9063,79,None,XSS,5/18/17,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,"In WordPress before 4.7.5, a cross-site scripting (XSS) vulnerability related to the Customizer exists, involving an invalid customization session."
27,CVE-2017-9062,19,None,None,5/18/17,11/3/17,5,None,Remote,Low,Not required,None,Partial,None,"In WordPress before 4.7.5, there is improper handling of post meta data values in the XML-RPC API."
28,CVE-2017-9061,79,None,XSS,5/18/17,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,"In WordPress before 4.7.5, a cross-site scripting (XSS) vulnerability exists when attempting to upload very large files, because the error message does not properly restrict presentation of the filename."
29,CVE-2017-8295,640,None,None,5/4/17,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,"WordPress through 4.7.4 relies on the Host HTTP header for a password-reset e-mail message, which makes it easier for remote attackers to reset arbitrary passwords by making a crafted wp-login.php?action=lostpassword request and then arranging for this message to bounce or be resent, leading to transmission of the reset key to a mailbox on an attacker-controlled SMTP server. This is related to problematic use of the SERVER_NAME variable in wp-includes/pluggable.php in conjunction with the PHP mail function. Exploitation is not achievable in all cases because it requires at least one of the following: (1) the attacker can prevent the victim from receiving any e-mail messages for an extended period of time (such as 5 days), (2) the victim's e-mail system sends an autoresponse containing the original message, or (3) the victim manually composes a reply containing the original message."
30,CVE-2017-6819,352,None,CSRF,3/11/17,7/17/17,4.3,None,Remote,Medium,Not required,None,None,Partial,"In WordPress before 4.7.3, there is cross-site request forgery (CSRF) in Press This (wp-admin/includes/class-wp-press-this.php), leading to excessive use of server resources. The CSRF can trigger an outbound HTTP request for a large file that is then parsed by Press This."
31,CVE-2017-6818,79,None,XSS,3/11/17,7/17/17,4.3,None,Remote,Medium,Not required,None,Partial,None,"In WordPress before 4.7.3 (wp-admin/js/tags-box.js), there is cross-site scripting (XSS) via taxonomy term names."
32,CVE-2017-6817,79,None,XSS,3/11/17,11/3/17,3.5,None,Remote,Medium,Single system,None,Partial,None,"In WordPress before 4.7.3 (wp-includes/embed.php), there is authenticated Cross-Site Scripting (XSS) in YouTube URL Embeds."
33,CVE-2017-6816,284,None,None,3/11/17,11/3/17,4,None,Remote,Low,Single system,None,Partial,None,"In WordPress before 4.7.3 (wp-admin/plugins.php), unintended files can be deleted by administrators using the plugin deletion functionality."
34,CVE-2017-6815,20,None,None,3/11/17,11/3/17,5.8,None,Remote,Medium,Not required,Partial,Partial,None,"In WordPress before 4.7.3 (wp-includes/pluggable.php), control characters can trick redirect URL validation."
35,CVE-2017-6814,79,None,XSS,3/11/17,11/3/17,3.5,None,Remote,Medium,Single system,None,Partial,None,"In WordPress before 4.7.3, there is authenticated Cross-Site Scripting (XSS) via Media File Metadata. This is demonstrated by both (1) mishandling of the playlist shortcode in the wp_playlist_shortcode function in wp-includes/media.php and (2) mishandling of meta information in the renderTracks function in wp-includes/js/mediaelement/wp-playlist.js."
36,CVE-2017-5612,79,None,XSS,1/29/17,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in wp-admin/includes/class-wp-posts-list-table.php in the posts list table in WordPress before 4.7.2 allows remote attackers to inject arbitrary web script or HTML via a crafted excerpt.
37,CVE-2017-5611,89,None,Exec Code Sql,1/29/17,11/3/17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,SQL injection vulnerability in wp-includes/class-wp-query.php in WP_Query in WordPress before 4.7.2 allows remote attackers to execute arbitrary SQL commands by leveraging the presence of an affected plugin or theme that mishandles a crafted post type name.
38,CVE-2017-5610,200,None,Bypass +Info,1/29/17,11/3/17,5,None,Remote,Low,Not required,Partial,None,None,"wp-admin/includes/class-wp-press-this.php in Press This in WordPress before 4.7.2 does not properly restrict visibility of a taxonomy-assignment user interface, which allows remote attackers to bypass intended access restrictions by reading terms."
39,CVE-2017-5493,310,None,Bypass,1/14/17,11/3/17,5,None,Remote,Low,Not required,None,Partial,None,"wp-includes/ms-functions.php in the Multisite WordPress API in WordPress before 4.7.1 does not properly choose random numbers for keys, which makes it easier for remote attackers to bypass intended access restrictions via a crafted (1) site signup or (2) user signup."
40,CVE-2017-5492,352,None,CSRF,1/14/17,11/3/17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Cross-site request forgery (CSRF) vulnerability in the widget-editing accessibility-mode feature in WordPress before 4.7.1 allows remote attackers to hijack the authentication of unspecified victims for requests that perform a widgets-access action, related to wp-admin/includes/class-wp-screen.php and wp-admin/widgets.php."
41,CVE-2017-5491,254,None,Bypass,1/14/17,11/3/17,5,None,Remote,Low,Not required,None,Partial,None,wp-mail.php in WordPress before 4.7.1 might allow remote attackers to bypass intended posting restrictions via a spoofed mail server with the mail.example.com name.
42,CVE-2017-5490,79,None,XSS,1/14/17,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the theme-name fallback functionality in wp-includes/class-wp-theme.php in WordPress before 4.7.1 allows remote attackers to inject arbitrary web script or HTML via a crafted directory name of a theme, related to wp-admin/includes/class-theme-installer-skin.php."
43,CVE-2017-5489,352,None,CSRF,1/14/17,11/3/17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Cross-site request forgery (CSRF) vulnerability in WordPress before 4.7.1 allows remote attackers to hijack the authentication of unspecified victims via vectors involving a Flash file upload.
44,CVE-2017-5488,79,None,XSS,1/14/17,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Multiple cross-site scripting (XSS) vulnerabilities in wp-admin/update-core.php in WordPress before 4.7.1 allow remote attackers to inject arbitrary web script or HTML via the (1) name or (2) version header of a plugin.
45,CVE-2017-5487,200,None,#NAME?,1/14/17,8/31/17,5,None,Remote,Low,Not required,Partial,None,None,"wp-includes/rest-api/endpoints/class-wp-rest-users-controller.php in the REST API implementation in WordPress 4.7 before 4.7.1 does not properly restrict listings of post authors, which allows remote attackers to obtain sensitive information via a wp-json/wp/v2/users request."
46,CVE-2016-10148,284,None,Bypass,1/18/17,3/15/17,4,None,Remote,Low,Single system,Partial,None,None,"The wp_ajax_update_plugin function in wp-admin/includes/ajax-actions.php in WordPress before 4.6 makes a get_plugin_data call before checking the update_plugins capability, which allows remote authenticated users to bypass intended read-access restrictions via the plugin parameter to wp-admin/admin-ajax.php, a related issue to CVE-2016-6896."
47,CVE-2016-9263,20,None,None,10/12/17,10/26/17,2.6,None,Remote,High,Not required,None,Partial,None,"WordPress through 4.8.2, when domain-based flashmediaelement.swf sandboxing is not used, allows remote attackers to conduct cross-domain Flash injection (XSF) attacks by leveraging code contained within the wp-includes/js/mediaelement/flashmediaelement.swf file."
48,CVE-2016-7169,22,None,Dir. Trav.,1/4/17,11/3/17,6.5,None,Remote,Low,Single system,Partial,Partial,Partial,Directory traversal vulnerability in the File_Upload_Upgrader class in wp-admin/includes/class-file-upload-upgrader.php in the upgrade package uploader in WordPress before 4.6.1 allows remote authenticated users to access arbitrary files via a crafted urlholder parameter.
49,CVE-2016-7168,79,None,XSS,1/4/17,11/3/17,3.5,None,Remote,Medium,Single system,None,Partial,None,Cross-site scripting (XSS) vulnerability in the media_handle_upload function in wp-admin/includes/media.php in WordPress before 4.6.1 might allow remote attackers to inject arbitrary web script or HTML by tricking an administrator into uploading an image file that has a crafted filename.
50,CVE-2016-6897,352,None,CSRF,1/18/17,9/2/17,4.3,None,Remote,Medium,Not required,Partial,None,None,"Cross-site request forgery (CSRF) vulnerability in the wp_ajax_update_plugin function in wp-admin/includes/ajax-actions.php in WordPress before 4.6 allows remote attackers to hijack the authentication of subscribers for /dev/random read operations by leveraging a late call to the check_ajax_referer function, a related issue to CVE-2016-6896."
51,CVE-2016-6896,22,None,DoS Dir. Trav.,1/18/17,9/2/17,5.5,None,Remote,Low,Single system,Partial,None,Partial,"Directory traversal vulnerability in the wp_ajax_update_plugin function in wp-admin/includes/ajax-actions.php in WordPress 4.5.3 allows remote authenticated users to cause a denial of service or read certain text files via a .. (dot dot) in the plugin parameter to wp-admin/admin-ajax.php, as demonstrated by /dev/random read operations that deplete the entropy pool."
52,CVE-2016-6635,352,None,CSRF,8/7/16,11/3/17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Cross-site request forgery (CSRF) vulnerability in the wp_ajax_wp_compression_test function in wp-admin/includes/ajax-actions.php in WordPress before 4.5 allows remote attackers to hijack the authentication of administrators for requests that change the script compression option.
53,CVE-2016-6634,79,None,XSS,8/7/16,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the network settings page in WordPress before 4.5 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.
54,CVE-2016-5839,None,None,Bypass,6/29/16,11/28/16,5,None,Remote,Low,Not required,None,Partial,None,WordPress before 4.5.3 allows remote attackers to bypass the sanitize_file_name protection mechanism via unspecified vectors.
55,CVE-2016-5838,255,None,Bypass,6/29/16,11/29/16,5,None,Remote,Low,Not required,None,Partial,None,WordPress before 4.5.3 allows remote attackers to bypass intended password-change restrictions by leveraging knowledge of a cookie.
56,CVE-2016-5837,None,None,Bypass,6/29/16,11/29/16,5,None,Remote,Low,Not required,None,Partial,None,WordPress before 4.5.3 allows remote attackers to bypass intended access restrictions and remove a category attribute from a post via unspecified vectors.
57,CVE-2016-5836,None,None,DoS,6/29/16,7/30/18,5,None,Remote,Low,Not required,None,None,Partial,The oEmbed protocol implementation in WordPress before 4.5.3 allows remote attackers to cause a denial of service via unspecified vectors.
58,CVE-2016-5835,200,None,#NAME?,6/29/16,11/29/16,5,None,Remote,Low,Not required,Partial,None,None,"WordPress before 4.5.3 allows remote attackers to obtain sensitive revision-history information by leveraging the ability to read a post, related to wp-admin/includes/ajax-actions.php and wp-admin/revision.php."
59,CVE-2016-5834,79,None,XSS,6/29/16,11/29/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the wp_get_attachment_link function in wp-includes/post-template.php in WordPress before 4.5.3 allows remote attackers to inject arbitrary web script or HTML via a crafted attachment name, a different vulnerability than CVE-2016-5833."
60,CVE-2016-5833,79,None,XSS,6/29/16,11/29/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the column_title function in wp-admin/includes/class-wp-media-list-table.php in WordPress before 4.5.3 allows remote attackers to inject arbitrary web script or HTML via a crafted attachment name, a different vulnerability than CVE-2016-5834."
61,CVE-2016-5832,None,None,Bypass,6/29/16,11/29/16,5,None,Remote,Low,Not required,None,Partial,None,The customizer in WordPress before 4.5.3 allows remote attackers to bypass intended redirection restrictions via unspecified vectors.
62,CVE-2016-4567,79,None,XSS,5/21/16,12/2/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in flash/FlashMediaElement.as in MediaElement.js before 2.21.0, as used in WordPress before 4.5.2, allows remote attackers to inject arbitrary web script or HTML via an obfuscated form of the jsinitfunction parameter, as demonstrated by ""jsinitfunctio%gn."""
63,CVE-2016-4566,79,None,XSS,5/21/16,12/2/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in plupload.flash.swf in Plupload before 2.1.9, as used in WordPress before 4.5.2, allows remote attackers to inject arbitrary web script or HTML via a Same-Origin Method Execution (SOME) attack."
64,CVE-2016-4029,285,None,Bypass,8/7/16,11/3/17,5,None,Remote,Low,Not required,None,Partial,None,"WordPress before 4.5 does not consider octal and hexadecimal IP address formats when determining an intranet address, which allows remote attackers to bypass an intended SSRF protection mechanism via a crafted address."
65,CVE-2016-2222,None,None,None,5/21/16,11/3/17,5,None,Remote,Low,Not required,None,Partial,None,The wp_http_validate_url function in wp-includes/http.php in WordPress before 4.4.2 allows remote attackers to conduct server-side request forgery (SSRF) attacks via a zero value in the first octet of an IPv4 address in the u parameter to wp-admin/press-this.php.
66,CVE-2016-2221,None,None,None,5/21/16,11/3/17,5.8,None,Remote,Medium,Not required,Partial,Partial,None,"Open redirect vulnerability in the wp_validate_redirect function in wp-includes/pluggable.php in WordPress before 4.4.2 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a malformed URL that triggers incorrect hostname parsing, as demonstrated by an https:example.com URL."
67,CVE-2016-1564,79,None,XSS,5/21/16,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Multiple cross-site scripting (XSS) vulnerabilities in wp-includes/class-wp-theme.php in WordPress before 4.4.1 allow remote attackers to inject arbitrary web script or HTML via a (1) stylesheet name or (2) template name to wp-admin/customize.php.
68,CVE-2015-8834,79,None,XSS,5/21/16,11/28/16,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in wp-includes/wp-db.php in WordPress before 4.2.2 allows remote attackers to inject arbitrary web script or HTML via a long comment that is improperly stored because of limitations on the MySQL TEXT data type.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-3440.
69,CVE-2015-7989,79,None,XSS,5/21/16,11/3/17,3.5,None,Remote,Medium,Single system,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the user list table in WordPress before 4.3.1 allows remote authenticated users to inject arbitrary web script or HTML via a crafted e-mail address, a different vulnerability than CVE-2015-5714."
70,CVE-2015-5734,79,None,XSS,11/9/15,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the legacy theme preview implementation in wp-includes/theme.php in WordPress before 4.2.4 allows remote attackers to inject arbitrary web script or HTML via a crafted string.
71,CVE-2015-5733,79,None,XSS,11/9/15,9/20/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the refreshAdvancedAccessibilityOfItem function in wp-admin/js/nav-menu.js in WordPress before 4.2.4 allows remote attackers to inject arbitrary web script or HTML via an accessibility-helper title.
72,CVE-2015-5732,79,None,XSS,11/9/15,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the form function in the WP_Nav_Menu_Widget class in wp-includes/default-widgets.php in WordPress before 4.2.4 allows remote attackers to inject arbitrary web script or HTML via a widget title.
73,CVE-2015-5731,352,None,DoS CSRF,11/9/15,11/3/17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Cross-site request forgery (CSRF) vulnerability in wp-admin/post.php in WordPress before 4.2.4 allows remote attackers to hijack the authentication of administrators for requests that lock a post, and consequently cause a denial of service (editing blockage), via a get-post-lock action."
74,CVE-2015-5730,200,None,#NAME?,11/9/15,9/20/17,5,None,Remote,Low,Not required,Partial,None,None,"The sanitize_widget_instance function in wp-includes/class-wp-customize-widgets.php in WordPress before 4.2.4 does not use a constant-time comparison for widgets, which allows remote attackers to conduct a timing side-channel attack by measuring the delay before inequality is calculated."
75,CVE-2015-5715,264,None,Bypass,5/21/16,11/3/17,4,None,Remote,Low,Single system,None,Partial,None,"The mw_editPost function in wp-includes/class-wp-xmlrpc-server.php in the XMLRPC subsystem in WordPress before 4.3.1 allows remote authenticated users to bypass intended access restrictions, and arrange for a private post to be published and sticky, via unspecified vectors."
76,CVE-2015-5714,79,None,XSS,5/21/16,11/3/17,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in WordPress before 4.3.1 allows remote attackers to inject arbitrary web script or HTML by leveraging the mishandling of unclosed HTML elements during processing of shortcode tags.
77,CVE-2015-5623,284,None,Bypass,8/3/15,9/20/17,4,None,Remote,Low,Single system,None,Partial,None,"WordPress before 4.2.3 does not properly verify the edit_posts capability, which allows remote authenticated users to bypass intended access restrictions and create drafts by leveraging the Subscriber role, as demonstrated by a post-quickdraft-save action to wp-admin/post.php."
78,CVE-2015-5622,79,None,XSS,8/3/15,11/3/17,3.5,None,Remote,Medium,Single system,None,Partial,None,"Cross-site scripting (XSS) vulnerability in WordPress before 4.2.3 allows remote authenticated users to inject arbitrary web script or HTML by leveraging the Author or Contributor role to place a crafted shortcode inside an HTML element, related to wp-includes/kses.php and wp-includes/shortcodes.php."
79,CVE-2015-3440,79,None,XSS,8/3/15,12/5/16,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in wp-includes/wp-db.php in WordPress before 4.2.1 allows remote attackers to inject arbitrary web script or HTML via a long comment that is improperly stored because of limitations on the MySQL TEXT data type.
80,CVE-2015-3439,79,None,Exec Code XSS,8/5/15,12/5/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the Ephox (formerly Moxiecode) plupload.flash.swf shim 2.1.2 in Plupload, as used in WordPress 3.9.x, 4.0.x, and 4.1.x before 4.1.2 and other products, allows remote attackers to execute same-origin JavaScript functions via the target parameter, as demonstrated by executing a certain click function, related to _init.as and _fireEvent.as."
81,CVE-2015-3438,79,None,XSS,8/4/15,12/5/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Multiple cross-site scripting (XSS) vulnerabilities in WordPress before 4.1.2, when MySQL is used without strict mode, allow remote attackers to inject arbitrary web script or HTML via a (1) four-byte UTF-8 character or (2) invalid character that reaches the database layer, as demonstrated by a crafted character in a comment."
82,CVE-2015-2213,89,None,Exec Code Sql,11/9/15,11/3/17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,SQL injection vulnerability in the wp_untrash_post_comments function in wp-includes/post.php in WordPress before 4.2.4 allows remote attackers to execute arbitrary SQL commands via a comment that is mishandled after retrieval from the trash.
83,CVE-2014-9039,254,None,None,11/25/14,4/29/15,4.3,None,Remote,Medium,Not required,Partial,None,None,"wp-login.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 might allow remote attackers to reset passwords by leveraging access to an e-mail account that received a password-reset message."
84,CVE-2014-9038,20,None,None,11/25/14,10/5/15,6.4,None,Remote,Low,Not required,Partial,Partial,None,"wp-includes/http.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to conduct server-side request forgery (SSRF) attacks by referring to a 127.0.0.0/8 resource."
85,CVE-2014-9037,310,None,None,11/25/14,4/29/15,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 might allow remote attackers to obtain access to an account idle since 2008 by leveraging an improper PHP dynamic type comparison for an MD5 hash."
86,CVE-2014-9036,79,None,XSS,11/25/14,4/4/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to inject arbitrary web script or HTML via a crafted Cascading Style Sheets (CSS) token sequence in a post."
87,CVE-2014-9035,79,None,XSS,11/25/14,4/4/16,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in Press This in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors."
88,CVE-2014-9034,19,None,DoS,11/25/14,4/4/16,5,None,Remote,Low,Not required,None,None,Partial,"wp-includes/class-phpass.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to cause a denial of service (CPU consumption) via a long password that is improperly handled during hashing, a similar issue to CVE-2014-9016."
89,CVE-2014-9033,352,None,CSRF,11/25/14,11/2/15,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Cross-site request forgery (CSRF) vulnerability in wp-login.php in WordPress 3.7.4, 3.8.4, 3.9.2, and 4.0 allows remote attackers to hijack the authentication of arbitrary users for requests that reset passwords."
90,CVE-2014-9032,79,None,XSS,11/25/14,10/5/15,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the media-playlists feature in WordPress before 3.9.x before 3.9.3 and 4.x before 4.0.1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.
91,CVE-2014-9031,79,None,XSS,11/25/14,10/5/15,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the wptexturize function in WordPress before 3.7.5, 3.8.x before 3.8.5, and 3.9.x before 3.9.3 allows remote attackers to inject arbitrary web script or HTML via crafted use of shortcode brackets in a text field, as demonstrated by a comment or a post."
92,CVE-2014-6412,640,None,None,4/12/18,5/17/18,5,None,Remote,Low,Not required,Partial,None,None,WordPress before 4.4 makes it easier for remote attackers to predict password-recovery tokens via a brute-force approach.
93,CVE-2014-5266,399,None,DoS,8/18/14,11/25/15,5,None,Remote,Low,Not required,None,None,Partial,"The Incutio XML-RPC (IXR) Library, as used in WordPress before 3.9.2 and Drupal 6.x before 6.33 and 7.x before 7.31, does not limit the number of elements in an XML document, which allows remote attackers to cause a denial of service (CPU consumption) via a large document, a different vulnerability than CVE-2014-5265."
