#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
37,CVE-2014-3481,200,None,+Info,2014-07-07,2017-08-28,5.0,None,Remote,Low,Not required,Partial,None,None,"org.jboss.as.jaxrs.deployment.JaxrsIntegrationProcessor in Red Hat JBoss Enterprise Application Platform (JEAP) before 6.2.4 enables entity expansion, which allows remote attackers to read arbitrary files via unspecified vectors, related to an XML External Entity (XXE) issue."
38,CVE-2014-3472,264,None,Bypass,2014-08-19,2017-08-28,4.9,None,Remote,Medium,Single system,Partial,Partial,None,"The isCallerInRole function in SimpleSecurityManager in JBoss Application Server (AS) 7, as used in Red Hat JBoss Enterprise Application Platform (JBEAP) 6.3.0, does not properly check caller roles, which allows remote authenticated users to bypass access restrictions via unspecified vectors."
39,CVE-2014-3464,264,None,None,2014-08-19,2017-08-28,5.5,None,Remote,Low,Single system,Partial,Partial,None,"The EJB invocation handler implementation in Red Hat JBossWS, as used in JBoss Enterprise Application Platform (EAP) 6.2.0 and 6.3.0, does not properly enforce the method level restrictions for outbound messages, which allows remote authenticated users to access otherwise restricted JAX-WS handlers by leveraging permissions to the EJB class. NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-2133."
40,CVE-2014-0248,94,None,Exec Code,2014-07-07,2018-01-04,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"org.jboss.seam.web.AuthenticationFilter in Red Hat JBoss Web Framework Kit 2.5.0, JBoss Enterprise Application Platform (JBEAP) 5.2.0, and JBoss Enterprise Web Platform (JBEWP) 5.2.0 allows remote attackers to execute arbitrary code via a crafted authentication header, related to Seam logging."
41,CVE-2014-0224,310,None,+Info,2014-06-05,2017-10-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h does not properly restrict processing of ChangeCipherSpec messages, which allows man-in-the-middle attackers to trigger use of a zero-length master key in certain OpenSSL-to-OpenSSL communications, and consequently hijack sessions or obtain sensitive information, via a crafted TLS handshake, aka the ""CCS Injection"" vulnerability."
42,CVE-2014-0093,264,None,Bypass,2014-04-03,2017-01-06,5.8,None,Remote,Medium,Not required,Partial,Partial,None,"Red Hat JBoss Enterprise Application Platform (JBEAP) 6.2.2, when using a Java Security Manager (JSM), does not properly apply permissions defined by a policy file, which causes applications to be granted the java.security.AllPermission permission and allows remote attackers to bypass intended access restrictions."
43,CVE-2014-0059,200,None,+Info,2014-11-17,2016-09-30,2.1,None,Local,Low,Not required,Partial,None,None,"JBoss SX and PicketBox, as used in Red Hat JBoss Enterprise Application Platform (EAP) before 6.2.3, use world-readable permissions on audit.log, which allows local users to obtain sensitive information by reading this file."
44,CVE-2014-0058,310,None,None,2014-02-26,2017-01-06,1.9,None,Local,Medium,Not required,Partial,None,None,"The security audit functionality in Red Hat JBoss Enterprise Application Platform (EAP) 6.x before 6.2.1 logs request parameters in plaintext, which might allow local users to obtain passwords by reading the log files."
45,CVE-2014-0035,310,None,+Info,2014-07-07,2015-04-22,4.3,None,Remote,Medium,Not required,Partial,None,None,"The SymmetricBinding in Apache CXF before 2.6.13 and 2.7.x before 2.7.10, when EncryptBeforeSigning is enabled and the UsernameToken policy is set to an EncryptedSupportingToken, transmits the UsernameToken in cleartext, which allows remote attackers to obtain sensitive information by sniffing the network."
46,CVE-2014-0034,20,None,None,2014-07-07,2015-04-22,4.3,None,Remote,Medium,Not required,Partial,None,None,"The SecurityTokenService (STS) in Apache CXF before 2.6.12 and 2.7.x before 2.7.9 does not properly validate SAML tokens when caching is enabled, which allows remote attackers to gain access via an invalid SAML token."
47,CVE-2014-0018,264,None,None,2014-02-14,2017-01-06,1.9,None,Local,Medium,Not required,None,Partial,None,"Red Hat JBoss Enterprise Application Platform (JBEAP) 6.2.0 and JBoss WildFly Application Server, when run under a security manager, do not properly restrict access to the Modular Service Container (MSC) service registry, which allows local users to modify the server via a crafted deployment."
48,CVE-2014-0005,264,None,None,2015-02-20,2015-03-27,3.6,None,Local,Low,Not required,Partial,Partial,None,"PicketBox and JBossSX, as used in Red Hat JBoss Enterprise Application Platform (JBEAP) 6.2.2 and JBoss BRMS before 6.0.3 roll up patch 2, allows remote authenticated users to read and modify the application sever configuration and state by deploying a crafted application."
