#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
45,CVE-2014-9015,264,None,None,11/24/14,12/30/14,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Drupal 6.x before 6.34 and 7.x before 7.34 allows remote attackers to hijack sessions via a crafted request, as demonstrated by a crafted request to a server that supports both HTTP and HTTPS sessions."
46,CVE-2014-5267,264,None,None,9/30/14,10/10/14,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,modules/openid/xrds.inc in Drupal 6.x before 6.33 and 7.x before 7.31 allows remote attackers to have unspecified impact via a crafted DOCTYPE declaration in an XRDS document.
47,CVE-2014-5266,399,None,DoS,8/18/14,11/25/15,5,None,Remote,Low,Not required,None,None,Partial,"The Incutio XML-RPC (IXR) Library, as used in WordPress before 3.9.2 and Drupal 6.x before 6.33 and 7.x before 7.31, does not limit the number of elements in an XML document, which allows remote attackers to cause a denial of service (CPU consumption) via a large document, a different vulnerability than CVE-2014-5265."
48,CVE-2014-5265,399,None,DoS,8/18/14,11/25/15,5,None,Remote,Low,Not required,None,None,Partial,"The Incutio XML-RPC (IXR) Library, as used in WordPress before 3.9.2 and Drupal 6.x before 6.33 and 7.x before 7.31, permits entity declarations without considering recursion during entity expansion, which allows remote attackers to cause a denial of service (memory and CPU consumption) via a crafted XML document containing a large number of nested entity references, a similar issue to CVE-2003-1564."
49,CVE-2014-5022,79,None,XSS,7/22/14,7/22/14,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the Ajax system in Drupal 7.x before 7.29 allows remote attackers to inject arbitrary web script or HTML via vectors involving forms with an Ajax-enabled textfield and a file field.
50,CVE-2014-5021,79,None,XSS,7/22/14,7/22/14,2.1,None,Remote,High,Single system,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the Form API in Drupal 6.x before 6.32 and possibly 7.x before 7.29 allows remote authenticated users with the ""administer taxonomy"" permission to inject arbitrary web script or HTML via an option group label."
51,CVE-2014-5020,264,None,Bypass,7/22/14,7/22/14,4.9,None,Remote,Medium,Single system,Partial,Partial,None,"The File module in Drupal 7.x before 7.29 does not properly check permissions to view files, which allows remote authenticated users with certain permissions to bypass intended restrictions and read files by attaching the file to content with a file field."
52,CVE-2014-5019,20,None,DoS,7/22/14,7/22/14,5,None,Remote,Low,Not required,None,None,Partial,"The multisite feature in Drupal 6.x before 6.32 and 7.x before 7.29 allows remote attackers to cause a denial of service via a crafted HTTP Host header, related to determining which configuration file to use."
53,CVE-2014-2983,200,None,#NAME?,4/23/14,12/15/17,4.3,None,Remote,Medium,Not required,Partial,None,None,"Drupal 6.x before 6.31 and 7.x before 7.27 does not properly isolate the cached data of different anonymous users, which allows remote anonymous users to obtain sensitive interim form input information in opportunistic situations via unspecified vectors."
54,CVE-2014-1607,79,None,XSS,1/26/14,10/18/14,4.3,None,Remote,Medium,Not required,None,Partial,None,"** DISPUTED ** Cross-site scripting (XSS) vulnerability in the EventCalendar module for Drupal 7.14 allows remote attackers to inject arbitrary web script or HTML via the year parameter to eventcalander/. NOTE: this issue has been disputed by the Drupal Security Team; it may be site-specific.  If so, then this CVE will be REJECTed in the future."
55,CVE-2014-1476,264,None,#NAME?,1/24/14,2/21/14,4,None,Remote,Low,Single system,Partial,None,None,"The Taxonomy module in Drupal 7.x before 7.26, when upgraded from an earlier version of Drupal, does not properly restrict access to unpublished content, which allows remote authenticated users to obtain sensitive information via a listing page."
56,CVE-2014-1475,None,None,None,1/24/14,2/21/14,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The OpenID module in Drupal 6.x before 6.30 and 7.x before 7.26 allows remote OpenID users to authenticate as other users via unspecified vectors.
